#`Work in progress`
#`THIS IS THE RESULT OF DATAMINING AND HASN'T BEEN TESTED IN DEPTH`

Condition; SNOWMAN_TOY_GIVEN
Condition; SNOWMAN_CURRENT_TOY
Condition; SNOWMAN_DESTROYED_EARLY
Condition; SNOWMAN_DESTROYED
Condition; SNOWMAN_NOT_DESTROYED

Condition; TOYS_TRIGGERED
Condition; TOY_PLACED
Condition; TOYS_REMOVED
Condition; SEED_TOY_GIVEN
Condition; SEED_CURRENT_TOY
Condition; SEED_CURRENT_TOY_1_LOOP
Condition; SEED_CURRENT_TOY_2_LOOP
Condition; SEED_CURRENT_TOY_3_LOOP
Condition; LIKE_SEED
Condition; HATE_SEED

Condition; MARL_SEED
Condition; MARL_DONE

Condition; CHERT_PHRASE_KNOWN
Condition; CHERT_PHRASE_KNOWN_NEXT_LOOP
Condition; CHERT_START_DONE
Condition; CHERT_LOOP_DIALOGUE_COMPLETE
Condition; CHERT_DONE

Condition; ESKER_SHIP_DONE
Condition; ESKER_LOOP_DIALOGUE_COMPLETE
Condition; ESKER_DONE

Condition; FELDSPAR_START_ENTRY
Condition; FELDSPAR_SHIP_DONE
Condition; FELDSPAR_LOOP_DIALOGUE_COMPLETE
Condition; FELDSPAR_DONE

Condition; GABBRO_START_PERSISTENT
Condition; LEARN_MEDITATION
Condition; GABBRO_TREE_QUESTION
Condition; GABBRO_SECRET_TOLD
Condition; GABBRO_SECRET_CANCELED
Condition; GABBRO_SECRET_AGREE
Condition; GABBRO_DONE

Condition; RIEBECK_SHIP_DONE
Condition; RIEBECK_LOOP_DIALOGUE_COMPLETE
Condition; RIEBECK_DONE

Condition; SLATE_FIRST_LOOP_DONE
Condition; SLATE_TOLD_SCOUT
Condition; SLATE_START_DONE

Condition; SPINEL_TOLD_2
Condition; SPINEL_TOLD

Condition; TEKTITE_QUEST_START
Condition; TEKTITE_PRE_DONE
Condition; TEKTITE_DONE

Condition; ERNESTO_DONE

Condition; WAIT_TUFF
Condition; TUFF_DONE

Condition; SOLANUM_DONE
Condition; PRISONER_DONE
Condition; SELF_DONE
Condition; ALL_TRAVELLERS_DONE
Condition; NPC_PLAYER_SHIP_DONE

Condition; SORRY_GALENA
Condition; HAL_ROCK_TOLD
Condition; HORNFELS_FISH_TOLD
Condition; RECORDER_TOLD
Condition; SNOWMAN_TEPHRA_TOLD

Condition; TOTEM_KNOWN
